id,host_id,host_name,host_is_superhost,host_identity_verified,latitude,longitude,neighbourhood_cleansed,price,property_type,room_type,accommodates,bedrooms,bathrooms,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
2818,3159,Daniel,t,f,52.36575,4.94142,Oostelijk Havengebied - Indische Buurt,$59.00,Apartment,Private room,2,1,1.5,,$200.00,$60.00,1,$20.00,3,15,98,70,269,t,strict_14_with_grace_period,f,f
20168,59484,Alexander,f,f,52.36509,4.89354,Centrum-Oost,$80.00,Townhouse,Private room,2,1,1,,,,2,$0.00,1,1000,88,167,288,f,strict_14_with_grace_period,f,f
25428,56142,Joan,f,f,52.37297,4.88339,Centrum-West,$125.00,Apartment,Entire home/apt,3,1,1,,$300.00,$40.00,2,$10.00,14,60,100,58,3,f,strict_14_with_grace_period,f,f
27886,97647,Flip,t,t,52.38673,4.89208,Centrum-West,$155.00,Houseboat,Private room,2,1,1,,$0.00,$0.00,1,$0.00,2,730,99,264,200,t,strict_14_with_grace_period,f,f
28871,124245,Edwin,t,t,52.36719,4.89092,Centrum-West,$75.00,Apartment,Private room,2,1,1,,,,1,$0.00,2,1825,97,123,295,f,moderate,f,f
29051,124245,Edwin,t,t,52.36773,4.89151,Centrum-West,$55.00,Apartment,Private room,1,1,1,,,,1,$0.00,2,730,95,155,446,f,moderate,f,f
31080,133488,Nienke,f,t,52.35132,4.84838,Zuid,$219.00,Apartment,Entire home/apt,4,3,1,,,$60.00,4,$30.00,3,365,95,0,32,f,moderate,f,f
42970,187580,Micha,t,f,52.36781,4.89001,Centrum-West,$159.00,Bed and breakfast,Hotel room,2,1,1,,$300.00,$35.00,1,$0.00,3,1100,98,47,460,t,strict_14_with_grace_period,f,t
43109,188098,Aukje,f,t,52.37537,4.88932,Centrum-West,$210.00,Apartment,Entire home/apt,4,2,1,,,$35.00,2,$60.00,13,14,97,0,690,f,moderate,f,f
43980,65041,Ym,t,f,52.35746,4.86124,Zuid,$100.00,Apartment,Entire home/apt,2,1,1,700,$300.00,$50.00,4,$0.00,30,365,80,153,61,f,strict_14_with_grace_period,t,t
44391,194779,Jan,f,t,52.37017,4.91438,Centrum-Oost,$240.00,Apartment,Entire home/apt,4,2,1.5,484,$0.00,$50.00,2,$0.00,3,730,94,4,36,f,moderate,f,f
46386,207342,Joost,f,t,52.35247,4.90825,De Pijp - Rivierenbuurt,$150.00,Apartment,Entire home/apt,2,1,1,721,$250.00,$50.00,2,$50.00,3,1825,93,0,3,f,flexible,f,f
47061,211696,Ivar,f,t,52.36799,4.87447,De Baarsjes - Oud-West,$140.00,Apartment,Entire home/apt,3,2,1,,$250.00,,2,$25.00,2,60,96,101,182,f,flexible,f,f
48076,219080,Franklin,t,f,52.38042,4.89453,Centrum-West,$350.00,Apartment,Entire home/apt,4,3,2,,$0.00,$0.00,4,$50.00,6,30,97,75,190,f,strict_14_with_grace_period,f,t
49552,225987,Joanna & MP,t,t,52.37925,4.89023,Centrum-West,$220.00,Guest suite,Entire home/apt,4,2,1,1507,$500.00,$50.00,2,$50.00,3,1124,98,269,337,f,strict_14_with_grace_period,f,f
49790,227530,Klaas,t,f,52.36266,4.86103,De Baarsjes - Oud-West,$250.00,Boat,Entire home/apt,4,2,1,,$400.00,$50.00,2,$50.00,3,365,99,201,103,f,strict_14_with_grace_period,f,f
50515,231864,Karin,f,t,52.37727,4.83925,Bos en Lommer,$120.00,Townhouse,Entire home/apt,6,3,1,,$100.00,$75.00,4,$30.00,4,15,94,52,15,f,moderate,f,f
50518,231806,Nikki,t,f,52.38201,4.87865,Westerpark,$125.00,Apartment,Entire home/apt,2,1,1,,$0.00,$30.00,2,$50.00,1,1120,96,2,100,t,strict_14_with_grace_period,f,f
50523,231946,Raymond,t,f,52.36841,4.88413,Centrum-West,$115.00,Bed and breakfast,Private room,2,1,1,,,,1,$0.00,2,365,97,246,261,f,moderate,f,f
50570,232321,Evert,t,t,52.37774,4.84891,Bos en Lommer,$90.00,Apartment,Entire home/apt,3,1,1,,$0.00,$60.00,2,$25.00,4,30,91,0,157,f,strict_14_with_grace_period,f,f
52490,185836,VictorLuke,f,f,52.37005,4.93869,Oostelijk Havengebied - Indische Buurt,$80.00,Apartment,Private room,2,1,1.5,226,$0.00,$0.00,1,$0.00,3,80,93,8,93,f,strict_14_with_grace_period,t,f
53067,246493,DoJo,t,f,52.35339,4.90064,De Pijp - Rivierenbuurt,$87.00,Guest suite,Private room,2,1,1,,$0.00,$25.00,2,$0.00,2,150,93,0,345,t,moderate,f,f
53671,247822,Georg,f,t,52.38905,4.88559,Westerpark,$75.00,Guest suite,Private room,2,1,1,,$150.00,,1,$0.00,3,14,91,307,299,t,flexible,f,f
53692,246493,DoJo,t,f,52.35348,4.90049,De Pijp - Rivierenbuurt,$60.00,Guest suite,Private room,4,1,1,,$0.00,$30.00,3,$25.00,1,150,92,29,288,t,moderate,f,f
55256,260785,Lotte,f,t,52.37126,4.90351,Centrum-Oost,$86.00,Apartment,Private room,2,1,1,431,$0.00,$25.00,1,$20.00,1,365,92,12,168,f,flexible,f,f
55621,262846,Bharati,f,f,52.35386,4.89772,De Pijp - Rivierenbuurt,$222.00,Apartment,Entire home/apt,4,2,1,,$200.00,$90.00,1,$0.00,3,24,95,3,31,f,moderate,f,f
55703,263214,Arjan,f,f,52.37561,4.85819,Bos en Lommer,$250.00,Apartment,Entire home/apt,4,3,1,1184,$500.00,$50.00,1,$50.00,3,31,100,256,3,t,flexible,f,f
55709,263233,Jan-Willem,f,t,52.35896,4.89726,Centrum-Oost,$159.00,Loft,Entire home/apt,3,1,1,0,,$35.00,2,$35.00,2,2,99,35,54,f,strict_14_with_grace_period,f,f
55807,263844,Rai & Clo,f,f,52.36966,4.86203,De Baarsjes - Oud-West,$60.00,Apartment,Private room,2,1,1,,,$15.00,1,$0.00,2,7,97,122,156,f,strict_14_with_grace_period,f,f
55868,264178,Cornelie,f,t,52.35613,4.88515,Zuid,$149.00,Apartment,Entire home/apt,4,2,1.5,861,$300.00,,2,$20.00,4,21,97,0,93,f,strict_14_with_grace_period,t,t
56879,270282,Linda & Theo,f,f,52.38453,4.89255,Centrum-West,$112.00,Apartment,Entire home/apt,4,2,1,,$250.00,$100.00,1,$10.00,28,28,100,244,1,t,strict_14_with_grace_period,f,t
58211,278253,Marcel,t,t,52.36916,4.88445,Centrum-West,$220.00,Bed and breakfast,Private room,2,1,1.5,,$0.00,$65.00,2,$0.00,3,365,97,272,103,f,strict_14_with_grace_period,f,f
62015,301340,Jessica,f,t,52.36445,4.93124,Oud-Oost,$109.00,Apartment,Entire home/apt,2,1,1,646,$750.00,$45.00,1,$0.00,2,5,99,7,27,f,strict_14_with_grace_period,f,f
62801,306117,Jan,f,f,52.38459,4.85463,Bos en Lommer,$750.00,Apartment,Entire home/apt,4,2,,592,,,1,$0.00,30,30,,365,0,f,strict_14_with_grace_period,f,f
64736,306192,Conny,t,t,52.36348,4.86783,De Baarsjes - Oud-West,$189.00,Houseboat,Entire home/apt,2,1,1.5,592,$200.00,$35.00,1,$0.00,3,30,98,0,103,f,moderate,f,f
64769,312863,Marijntje,f,f,52.36225,4.902,Centrum-Oost,$450.00,Townhouse,Entire home/apt,4,3,2.5,,$500.00,,4,$50.00,4,1125,97,18,27,f,strict_14_with_grace_period,f,f
67841,335166,Dene,f,t,52.35472,4.89324,De Pijp - Rivierenbuurt,$100.00,Apartment,Entire home/apt,2,1,1,,$0.00,$25.00,1,$0.00,2,30,94,0,16,f,moderate,f,f
68290,336950,Manuel,t,t,52.36887,4.89523,Centrum-West,$109.00,Serviced apartment,Hotel room,2,1,1.5,,$100.00,$20.00,1,$20.00,1,30,96,12,651,t,strict_14_with_grace_period,f,f
68873,336950,Manuel,t,t,52.3695,4.89556,Centrum-West,$109.00,Serviced apartment,Hotel room,2,1,1.5,,$100.00,$20.00,1,$20.00,1,30,96,18,575,t,strict_14_with_grace_period,f,f
69042,344312,Kjetil,f,f,52.37353,4.87691,Centrum-West,$108.00,Bed and breakfast,Hotel room,2,1,1,269,$100.00,$40.00,2,$10.00,3,365,91,103,150,f,strict_14_with_grace_period,f,f
70598,339333,Nadira,f,t,52.41433,4.92014,Noord-West,$53.00,House,Private room,2,1,1.5,,,,1,$15.00,1,5,95,41,90,f,flexible,f,f
73208,381900,Vikki,t,t,52.35935,4.87672,Zuid,$220.00,Apartment,Entire home/apt,4,2,2.5,,$350.00,$70.00,2,$30.00,5,1125,99,0,62,f,strict_14_with_grace_period,f,f
73917,387205,Edwin,t,t,52.37894,4.8906,Centrum-West,$175.00,Houseboat,Entire home/apt,2,1,1,431,,,1,$0.00,3,365,95,240,94,f,strict_14_with_grace_period,f,f
75382,399879,Tina,t,t,52.36482,4.92762,Oud-Oost,$105.00,Apartment,Private room,3,1,1,646,$100.00,$25.00,2,$20.00,3,90,95,83,222,t,strict_14_with_grace_period,f,f
75444,399879,Tina,t,t,52.36551,4.92848,Oud-Oost,$70.00,Apartment,Private room,2,1,1,161,$0.00,$15.00,1,$0.00,3,100,94,62,289,t,strict_14_with_grace_period,f,f
76668,409579,Guido,t,t,52.38898,4.89043,Westerpark,$135.00,Bed and breakfast,Hotel room,4,2,1,377,,,2,$35.00,3,90,97,289,54,f,moderate,f,f
80635,436145,Riks,f,f,52.37876,4.89264,Centrum-West,$105.00,Townhouse,Private room,1,1,1.5,,$0.00,$20.00,1,$25.00,2,1125,95,75,199,t,moderate,f,f
82482,186729,Shawna,t,t,52.37026,4.88003,Centrum-West,$95.00,Guesthouse,Entire home/apt,4,1,1,,$0.00,$15.00,2,$25.00,1,14,89,213,786,f,moderate,f,f
82748,450453,Rudolf,f,t,52.37307,4.89343,Centrum-West,$249.00,Apartment,Entire home/apt,4,1,1,,$500.00,$25.00,2,$40.00,3,365,96,0,130,f,moderate,f,f
83498,124245,Edwin,t,t,52.36723,4.89124,Centrum-West,$45.00,Apartment,Private room,1,1,1.5,,,,1,$0.00,2,365,94,146,479,f,moderate,f,f
83814,457263,Daniel,f,f,52.35632,4.88921,De Pijp - Rivierenbuurt,$98.00,Apartment,Entire home/apt,2,,1,323,$100.00,$20.00,1,$20.00,2,7,94,0,149,f,moderate,f,f
84057,459028,Stefania,t,t,52.36488,4.8511,De Baarsjes - Oud-West,$100.00,Bed and breakfast,Hotel room,2,1,1,1130,$150.00,$15.00,1,$22.00,3,60,95,49,83,t,strict_14_with_grace_period,t,t
91535,494281,Michiel,f,f,52.35725,4.89588,De Pijp - Rivierenbuurt,$189.00,Boat,Entire home/apt,4,2,1,32,$150.00,$25.00,2,$60.00,3,18,97,0,29,f,strict_14_with_grace_period,f,f
96048,510526,Tuhami,f,t,52.3727,4.90776,Centrum-Oost,$75.00,Bed and breakfast,Private room,2,1,1,,$0.00,$25.00,2,$50.00,1,365,85,77,153,f,strict_14_with_grace_period,f,f
97221,195859,Gianni,f,f,52.3491,4.83611,Slotervaart,$40.00,Bed and breakfast,Private room,2,1,1,,$200.00,$50.00,2,$0.00,2,8,90,314,172,f,strict_14_with_grace_period,f,f
97476,485930,Rachel,t,f,52.35637,4.86579,Zuid,$135.00,Apartment,Entire home/apt,2,1,1,,$300.00,$50.00,1,$0.00,21,50,98,0,50,f,strict_14_with_grace_period,f,f
107195,249794,Marieke,t,t,52.37007,4.9196,Centrum-Oost,$150.00,Apartment,Entire home/apt,2,1,1,538,$0.00,$30.00,2,$45.00,3,365,95,0,33,t,moderate,f,f
107972,558976,Joke,f,f,52.36397,4.87651,De Baarsjes - Oud-West,$100.00,Apartment,Entire home/apt,2,1,1,,$150.00,$25.00,2,$0.00,3,7,98,0,81,f,moderate,t,t
108890,563208,Jorien,f,f,52.36083,4.85667,De Baarsjes - Oud-West,$100.00,Apartment,Entire home/apt,4,1,1,646,$150.00,$30.00,2,$20.00,5,30,100,0,3,f,strict_14_with_grace_period,f,f
118097,538659,Wendie And Hans,t,t,52.36571,4.88464,Centrum-West,$97.00,Guest suite,Private room,2,1,1,,$0.00,$0.00,2,$0.00,4,100,96,79,361,t,moderate,f,f
118117,596513,Nina & Benjamin,f,t,52.36888,4.86955,De Baarsjes - Oud-West,$87.00,Apartment,Private room,2,1,1,269,,$25.00,1,$0.00,3,1124,93,251,520,f,moderate,t,t
118302,596513,Nina & Benjamin,f,t,52.36655,4.86524,De Baarsjes - Oud-West,$170.00,Apartment,Entire home/apt,2,1,1,,$150.00,$35.00,1,$0.00,4,1123,86,0,20,f,moderate,t,t
120872,607597,Martijn,f,t,52.38193,4.85541,Bos en Lommer,$99.00,Apartment,Entire home/apt,4,1,1,,,$40.00,2,$25.00,2,21,93,0,151,t,moderate,f,f
130390,642044,Jessy,f,f,52.35517,4.88969,De Pijp - Rivierenbuurt,$80.00,Apartment,Private room,2,1,1,,,$30.00,1,$0.00,2,730,97,0,29,f,strict_14_with_grace_period,f,f
137026,670266,Ton & Fede,f,t,52.35361,4.90562,De Pijp - Rivierenbuurt,$259.00,Townhouse,Private room,4,3,2.5,,$250.00,$50.00,4,$20.00,2,360,96,99,94,f,strict_14_with_grace_period,t,t
141708,689016,Cindy,f,t,52.36461,4.93892,Oostelijk Havengebied - Indische Buurt,$98.00,Apartment,Entire home/apt,3,2,1,0,$100.00,,2,$22.00,6,30,95,0,85,f,strict_14_with_grace_period,f,f
148132,715549,Remy,f,f,52.3686,4.86487,De Baarsjes - Oud-West,$52.00,Apartment,Private room,2,1,1,,,,1,$0.00,2,7,95,0,4,f,flexible,f,f
152280,732783,Max Osole,f,t,52.37961,4.85443,Bos en Lommer,$89.00,Apartment,Private room,2,1,1,,$100.00,$4.00,2,$0.00,1,21,88,0,589,t,moderate,f,f
158466,732783,Max Osole,f,t,52.37765,4.85496,Bos en Lommer,$79.00,Apartment,Private room,2,1,1,,$100.00,$19.00,2,$0.00,1,21,84,0,530,t,moderate,f,f
162467,776296,Nicole,t,f,52.36368,4.85506,De Baarsjes - Oud-West,$145.00,Apartment,Entire home/apt,2,1,1,,,$30.00,1,$0.00,3,21,95,257,53,f,strict_14_with_grace_period,f,f
165833,790547,Bart,f,t,52.37336,4.85754,De Baarsjes - Oud-West,$74.00,Apartment,Entire home/apt,4,3,2,969,$0.00,$50.00,1,$15.00,2,5,97,27,37,f,moderate,t,t
168769,436145,Riks,f,f,52.37916,4.89409,Centrum-West,$115.00,Townhouse,Private room,1,1,1.5,,$0.00,$20.00,1,$30.00,2,1124,91,72,247,t,moderate,f,f
169356,806976,Nick,f,t,52.38172,4.8831,Centrum-West,$165.00,Condominium,Entire home/apt,2,1,1,,$500.00,$50.00,1,$25.00,7,13,100,63,20,f,moderate,t,f
171054,815989,Kamiel,f,f,52.36916,4.86643,De Baarsjes - Oud-West,$120.00,Apartment,Entire home/apt,3,2,1,861,$100.00,,2,$20.00,3,5,95,0,103,f,moderate,f,f
171631,818479,Keja,f,t,52.36339,4.85402,De Baarsjes - Oud-West,$79.00,Apartment,Entire home/apt,6,3,1,,$250.00,$94.00,1,$49.00,3,20,96,273,47,f,strict_14_with_grace_period,f,f
174592,834139,Daniel,f,f,52.36208,4.9101,Centrum-Oost,$125.00,Apartment,Entire home/apt,2,1,1,,$100.00,$25.00,2,$15.00,2,31,86,10,135,f,strict_14_with_grace_period,f,f
175989,58458,Dre&Kareltje,f,f,52.35964,4.86713,De Baarsjes - Oud-West,$100.00,Apartment,Entire home/apt,4,2,1,,$100.00,$60.00,2,$35.00,3,30,97,0,101,f,moderate,f,t
179528,856540,Pierre,f,t,52.34231,4.89419,De Pijp - Rivierenbuurt,$230.00,Apartment,Entire home/apt,3,2,1,,$300.00,$0.00,4,$0.00,29,100,89,312,26,t,strict_14_with_grace_period,f,f
182839,876866,Marian,f,f,52.38624,4.90067,Oud-Noord,$125.00,Apartment,Entire home/apt,2,2,1,797,$150.00,$30.00,4,$30.00,30,365,98,0,15,f,strict_14_with_grace_period,f,f
184282,883996,Sharon,f,t,52.36321,4.88905,Centrum-Oost,$230.00,Apartment,Entire home/apt,4,2,1,,,,1,$25.00,3,365,91,262,192,f,strict_14_with_grace_period,f,f
188347,907405,Yahav,f,t,52.36824,4.85321,De Baarsjes - Oud-West,$50.00,Apartment,Private room,2,1,1,,$150.00,,1,$10.00,2,4,93,5,344,f,moderate,t,t
188483,647634,I.,f,t,52.37236,4.85165,De Baarsjes - Oud-West,$120.00,Apartment,Entire home/apt,3,2,1,,$200.00,$50.00,2,$0.00,2,1125,95,0,12,f,strict_14_with_grace_period,f,f
189754,915591,Marijn,f,t,52.37433,4.89247,Centrum-West,$160.00,Bed and breakfast,Hotel room,4,1,1,,,$40.00,2,$25.00,2,365,95,243,167,t,moderate,f,f
190943,922787,Nanna,f,f,52.35221,4.84661,Zuid,$150.00,Apartment,Entire home/apt,3,2,1,,$250.00,$60.00,1,$0.00,4,28,86,0,10,f,strict_14_with_grace_period,f,f
191404,925483,Jo-Ann,f,f,52.37645,4.86099,Bos en Lommer,$225.00,Apartment,Entire home/apt,4,2,1,969,$0.00,$75.00,4,$60.00,1,14,100,0,8,t,strict_14_with_grace_period,f,f
193038,935742,Johan,t,t,52.36087,4.89559,Centrum-Oost,$95.00,Loft,Private room,2,1,1,,,,1,$0.00,3,29,99,185,550,t,moderate,f,t
198307,967796,Marie-Katrien,f,f,52.38393,4.89237,Centrum-West,$129.00,Apartment,Entire home/apt,2,1,1.5,,$250.00,$50.00,1,$0.00,3,1125,99,0,38,f,strict_14_with_grace_period,f,f
199844,976652,Home,f,t,52.38351,4.87573,Westerpark,$99.00,Apartment,Entire home/apt,3,1,1,700,"$1,000.00",$59.00,2,$49.00,5,30,96,47,42,f,strict_14_with_grace_period,f,f
200461,539840,Johanna,f,t,52.35931,4.86111,De Baarsjes - Oud-West,$79.00,Apartment,Entire home/apt,2,1,1,,$325.00,$49.00,1,$21.00,7,30,87,3,38,f,strict_14_with_grace_period,t,t
203658,999036,Eelco,f,f,52.34744,4.86886,Zuid,$284.00,Apartment,Entire home/apt,4,3,1.5,1292,$300.00,$45.00,1,$0.00,3,60,97,0,24,f,moderate,f,t
205759,1011967,Tim,f,t,52.36889,4.86429,De Baarsjes - Oud-West,$99.00,Apartment,Entire home/apt,2,1,1,484,,$29.00,1,$0.00,1,730,90,0,2,f,flexible,f,f
212050,887591,Danielle,f,f,52.36895,4.86452,De Baarsjes - Oud-West,$180.00,Apartment,Entire home/apt,4,2,1.5,,,$40.00,1,$0.00,3,365,95,124,19,f,strict_14_with_grace_period,f,f
214531,1107389,Henry,f,f,52.37069,4.89516,Centrum-West,$114.00,Apartment,Private room,3,1,1,377,$0.00,$20.00,2,$50.00,3,50,96,206,158,f,moderate,f,f
217692,1124563,Nicole,f,t,52.33762,4.8936,De Pijp - Rivierenbuurt,$150.00,Apartment,Entire home/apt,4,2,1.5,969,$250.00,$80.00,1,$50.00,3,60,97,303,15,f,moderate,f,f
219276,1135329,Amsterdam Boutique Apartments,f,f,52.36891,4.8897,Centrum-West,$265.00,Guest suite,Private room,2,1,1,592,$500.00,$0.00,2,$83.00,2,760,100,331,3,f,strict_14_with_grace_period,f,t
221922,732783,Max Osole,f,t,52.37954,4.85415,Bos en Lommer,$99.00,Apartment,Private room,2,1,1,161,$100.00,$25.00,2,$0.00,1,14,91,31,19,t,moderate,f,f
221943,1151745,Mario,t,t,52.36564,4.8764,De Baarsjes - Oud-West,$170.00,Houseboat,Entire home/apt,4,2,1,,$200.00,$70.00,2,$30.00,3,14,94,268,198,t,strict_14_with_grace_period,f,f
222516,1155595,Alex,t,t,52.3611,4.85894,De Baarsjes - Oud-West,$100.00,Apartment,Entire home/apt,2,1,1.5,,$250.00,$30.00,2,$15.00,3,7,94,7,125,f,flexible,f,f
226121,1178877,Eric,t,t,52.35957,4.86589,De Baarsjes - Oud-West,$130.00,Apartment,Private room,3,1,1,,$300.00,$35.00,2,$20.00,4,1125,97,25,91,f,moderate,f,f
230710,1205924,Peter,f,t,52.37591,4.87807,Centrum-West,$125.00,Condominium,Entire home/apt,4,2,1,,$0.00,$0.00,2,$10.00,14,60,91,0,16,f,strict_14_with_grace_period,t,t
236180,1238074,Rozemarijn,f,t,52.36574,4.88021,Centrum-West,$175.00,Apartment,Entire home/apt,2,1,1.5,1399,$250.00,$25.00,2,$0.00,3,365,100,0,2,f,strict_14_with_grace_period,f,f
236632,77484,Annelies,t,f,52.35614,4.88848,De Pijp - Rivierenbuurt,$124.00,Apartment,Entire home/apt,4,1,1,0,$0.00,$75.00,2,$35.00,2,720,96,54,132,t,strict_14_with_grace_period,f,t
245927,1005087,Wytse,t,f,52.36791,4.88809,Centrum-West,$400.00,Guest suite,Private room,4,2,1.5,,$0.00,$120.00,4,$0.00,2,180,96,55,75,t,strict_14_with_grace_period,f,f
247805,1298735,Carolien,t,t,52.36588,4.87261,De Baarsjes - Oud-West,$119.00,Apartment,Private room,2,1,1,,,,2,$30.00,2,365,97,281,332,f,moderate,f,f
250702,1314459,David,f,t,52.34604,4.89709,De Pijp - Rivierenbuurt,$120.00,Apartment,Entire home/apt,4,2,1,915,$250.00,$45.00,2,$20.00,3,14,94,0,37,f,strict_14_with_grace_period,f,f
250751,1314658,Mira,f,f,52.3661,4.93299,Oostelijk Havengebied - Indische Buurt,$70.00,Apartment,Entire home/apt,2,1,1,,$150.00,$20.00,2,$0.00,2,50,92,0,155,f,strict_14_with_grace_period,f,f
252080,1322517,Evan,f,t,52.36961,4.90982,Centrum-Oost,$385.00,House,Entire home/apt,4,3,2,1076,$250.00,$50.00,1,$0.00,3,30,97,259,9,f,strict_14_with_grace_period,f,f
253650,187580,Micha,t,f,52.36775,4.88982,Centrum-West,$149.00,Bed and breakfast,Hotel room,2,1,1,,$300.00,$35.00,1,$0.00,3,30,97,45,397,t,strict_14_with_grace_period,f,t
253792,106225,Jeff,f,t,52.37408,4.89779,Centrum-West,$193.00,Apartment,Entire home/apt,2,1,1,,$0.00,$30.00,2,$0.00,2,30,97,0,86,t,moderate,f,f
254104,1334704,Claudia,f,f,52.36513,4.90837,Centrum-Oost,$149.00,Bed and breakfast,Private room,2,1,1,592,,,1,$0.00,2,21,98,264,74,f,strict_14_with_grace_period,f,f
254800,1337537,Dj,f,t,52.37131,4.88206,Centrum-West,$250.00,Apartment,Entire home/apt,2,1,1,,$150.00,$40.00,1,$0.00,2,30,98,3,46,f,strict_14_with_grace_period,f,f
255809,1344947,Flo & André,f,f,52.34426,4.88722,De Pijp - Rivierenbuurt,$150.00,Apartment,Private room,4,2,1,28,$100.00,$50.00,2,$35.00,2,365,97,298,61,f,strict_14_with_grace_period,f,t
256670,1350388,Stefan,f,f,52.35941,4.85995,De Baarsjes - Oud-West,$168.00,Apartment,Entire home/apt,5,4,2,1722,$0.00,$60.00,4,$20.00,5,30,91,0,7,f,strict_14_with_grace_period,f,f
258273,1358307,Peter,f,f,52.3542,4.8916,De Pijp - Rivierenbuurt,"$8,000.00",Apartment,Entire home/apt,4,1,1,,$80.00,$15.00,2,$15.00,30,30,72,365,8,f,moderate,f,f
262394,1376607,Martin,t,t,52.35519,4.85117,Zuid,$88.00,Apartment,Private room,2,1,1,0,$250.00,$30.00,2,$0.00,3,30,96,0,117,f,strict_14_with_grace_period,f,t
265349,1391689,Fleur,f,t,52.36048,4.86345,De Baarsjes - Oud-West,$85.00,Apartment,Entire home/apt,2,1,1.5,,$100.00,$75.00,2,$35.00,2,21,94,43,22,t,strict_14_with_grace_period,f,f
270839,1417625,Jan And Tota,t,t,52.37745,4.85994,Bos en Lommer,$70.00,Apartment,Private room,2,1,1,0,$0.00,$25.00,1,$10.00,3,30,98,41,197,f,strict_14_with_grace_period,f,f
272597,1426693,Arnoud,f,t,52.34633,4.85629,Zuid,$120.00,Apartment,Entire home/apt,2,1,1,,$300.00,$45.00,2,$20.00,5,30,100,0,6,f,strict_14_with_grace_period,f,f
274688,1435990,Marij,t,t,52.37843,4.85484,Bos en Lommer,$125.00,Condominium,Entire home/apt,2,1,1,0,$200.00,$40.00,2,$0.00,4,15,97,41,43,f,moderate,f,f
276275,1443641,Gideon,f,f,52.33921,4.89376,De Pijp - Rivierenbuurt,$169.00,Apartment,Entire home/apt,2,1,1,,$500.00,$50.00,2,$75.00,4,100,97,363,22,f,strict_14_with_grace_period,t,t
277011,1446698,Aafje,f,f,52.3583,4.85909,De Baarsjes - Oud-West,$125.00,Apartment,Entire home/apt,2,1,1,,,,2,$15.00,4,760,98,0,20,t,strict_14_with_grace_period,f,f
282269,1471195,Judith,f,t,52.35017,4.85255,Zuid,$115.00,Apartment,Entire home/apt,3,2,1.5,,$0.00,$30.00,2,$10.00,10,365,100,0,3,f,strict_14_with_grace_period,t,t
283170,1451657,Marco,t,t,52.35353,4.87514,Zuid,$650.00,Apartment,Entire home/apt,12,5,1.5,,$0.00,$50.00,4,$80.00,2,90,92,255,102,f,strict_14_with_grace_period,f,f
283621,1477248,Erik,f,f,52.38057,4.88565,Centrum-West,$105.00,Apartment,Entire home/apt,4,2,1,,$100.00,$55.00,2,$10.00,7,180,88,301,43,t,strict_14_with_grace_period,f,f
284319,1480817,Gerard,f,f,52.36009,4.89461,Centrum-Oost,$115.00,Bed and breakfast,Private room,4,1,1,258,,,2,$50.00,2,365,97,313,16,f,strict_14_with_grace_period,f,f
286374,1173052,Anita,f,f,52.37899,4.83494,Geuzenveld - Slotermeer,$80.00,Apartment,Entire home/apt,4,1,1,517,$0.00,$20.00,2,$5.00,4,12,100,0,1,f,moderate,f,f
286500,1491565,David,t,t,52.37497,4.89884,Centrum-West,$150.00,Apartment,Private room,2,1,1,,$0.00,$0.00,1,$0.00,3,365,98,253,265,t,strict_14_with_grace_period,f,f
289071,1501819,Tanneke,t,t,52.38037,4.88021,Centrum-West,$90.00,Bed and breakfast,Hotel room,2,0,1,0,$100.00,$35.00,1,$0.00,3,22,95,61,209,f,strict_14_with_grace_period,f,t
290701,1491565,David,t,t,52.37614,4.89894,Centrum-West,$150.00,Apartment,Private room,2,1,1,,$0.00,$0.00,1,$0.00,3,365,97,264,303,t,strict_14_with_grace_period,f,f
291637,1247363,Alexa & Scott,f,t,52.35251,4.94338,Watergraafsmeer,$95.00,House,Private room,2,1,1,700,$200.00,$25.00,1,$25.00,2,31,93,0,8,f,strict_14_with_grace_period,t,t
291752,1511330,Ton,t,f,52.35279,4.91256,Oud-Oost,$99.00,Apartment,Private room,2,1,,,$0.00,$0.00,2,$0.00,2,1125,97,336,200,f,moderate,t,t
293337,1493495,Tinda,f,t,52.38171,4.9144,Oud-Noord,$105.00,Apartment,Private room,2,1,1,700,$400.00,$40.00,2,$40.00,4,14,95,345,25,f,strict_14_with_grace_period,f,f
293514,1518360,Mw,f,t,52.38744,4.9096,Oud-Noord,$74.00,House,Entire home/apt,3,2,1,,,,1,$0.00,1,365,92,0,5,f,flexible,f,f
294468,1509881,Godelief,f,f,52.36294,4.90944,Centrum-Oost,$175.00,Apartment,Entire home/apt,4,1,,,$200.00,$60.00,2,$30.00,3,15,96,0,14,f,moderate,f,f
301220,1550321,Frederika,f,f,52.37154,4.87596,Centrum-West,$125.00,Apartment,Entire home/apt,4,1,1,431,$200.00,$30.00,2,$0.00,3,25,96,0,83,f,moderate,f,f
302426,1557454,Lia & Reinier,f,t,52.37997,4.88707,Centrum-West,$126.00,Apartment,Entire home/apt,5,2,1,646,$400.00,$45.00,3,$20.00,5,1125,97,0,14,f,moderate,f,f
304082,276068,Mirre,f,f,52.37075,4.89787,Centrum-West,$140.00,Bed and breakfast,Private room,2,1,1.5,280,$0.00,$0.00,2,$0.00,1,1125,94,312,70,f,strict_14_with_grace_period,f,f
