id,host_id,host_name,host_is_superhost,host_identity_verified,latitude,longitude,neighbourhood_cleansed,price,property_type,room_type,accommodates,bedrooms,bathrooms,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
1315392,5796250,Remco,f,t,52.38088,4.88695,Centrum-West,$100.00,Apartment,Entire home/apt,2,1,1,,$150.00,$75.00,2,$25.00,7,180,97,97,50,f,strict_14_with_grace_period,f,t
1316641,7151989,Peter,f,t,52.38099,4.86537,Westerpark,$98.00,Apartment,Entire home/apt,2,1,1,452,,$26.00,1,$0.00,2,8,99,3,84,f,moderate,f,f
1320438,5796250,Remco,f,t,52.38211,4.88478,Centrum-West,$125.00,Condominium,Entire home/apt,2,1,1.5,,$250.00,$70.00,2,$0.00,7,180,97,265,28,f,strict_14_with_grace_period,f,t
1322451,7178863,Nicolien,f,f,52.36637,4.85555,De Baarsjes - Oud-West,$120.00,Apartment,Entire home/apt,4,1,1,,$350.00,$50.00,2,$50.00,4,25,97,262,7,f,strict_14_with_grace_period,f,f
1323521,5720215,Julian,f,f,52.37629,4.87624,Westerpark,$160.00,Apartment,Entire home/apt,4,2,1.5,,$125.00,,2,$20.00,3,1125,93,0,12,f,moderate,f,f
1326658,6469405,Fidel,f,f,52.37077,4.87253,De Baarsjes - Oud-West,$109.00,Apartment,Private room,4,1,1,0,$300.00,,2,$25.00,2,365,87,60,145,f,moderate,f,f
1328500,7209768,Samira,t,t,52.36991,4.87197,De Baarsjes - Oud-West,$500.00,Loft,Entire home/apt,8,4,2,,$500.00,$100.00,1,$30.00,2,30,97,57,46,f,strict_14_with_grace_period,f,f
1329048,6055140,Joost And Reem,f,f,52.38627,4.91816,Oud-Noord,$130.00,Apartment,Entire home/apt,4,3,1,,$200.00,$60.00,4,$0.00,5,365,96,0,15,f,strict_14_with_grace_period,f,f
1329845,7214483,Leah & Roeland,f,t,52.37414,4.86323,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,3,2,1,,$250.00,,1,$0.00,5,10,98,185,12,f,strict_14_with_grace_period,f,f
1331157,7218607,Job En Suzanne,f,t,52.34812,5.00599,IJburg - Zeeburgereiland,$175.00,House,Entire home/apt,4,3,1,,$200.00,$85.00,4,$0.00,4,14,98,75,10,f,moderate,f,f
1331893,7224365,Roos,f,t,52.35605,4.85222,Zuid,$200.00,Townhouse,Entire home/apt,4,5,2,,$0.00,$50.00,1,$0.00,5,1125,98,240,11,f,flexible,f,f
1331954,7223904,Marc,f,f,52.35937,4.9433,Oostelijk Havengebied - Indische Buurt,$124.00,Apartment,Entire home/apt,2,1,1,,$100.00,$25.00,4,$50.00,5,99,93,302,19,f,moderate,f,f
1333886,7233485,Norbert,f,f,52.35653,4.89564,De Pijp - Rivierenbuurt,$125.00,Apartment,Entire home/apt,3,1,1,,$125.00,$40.00,2,$55.00,1,14,94,290,68,f,strict_14_with_grace_period,f,f
1338169,7256771,Andor,t,t,52.36621,4.86035,De Baarsjes - Oud-West,$77.00,Tiny house,Private room,2,1,1,,$75.00,$20.00,1,$0.00,2,1125,95,346,171,f,moderate,f,f
1338633,7259166,Mirjam,t,t,52.39447,4.94513,Noord-Oost,$59.00,Apartment,Private room,1,1,1,,,,1,$0.00,4,5,96,120,92,f,moderate,f,f
1343579,6299892,Kim,f,f,52.37408,4.86205,De Baarsjes - Oud-West,$185.00,Apartment,Entire home/apt,4,3,1,0,$400.00,$60.00,4,$0.00,2,1125,95,0,21,f,moderate,f,f
1344662,3756198,Harm,f,f,52.37151,4.90739,Centrum-Oost,$150.00,Apartment,Entire home/apt,2,1,1,,,,2,$50.00,1,28,87,0,10,f,moderate,f,f
1346133,7302440,Ruud,f,f,52.37738,4.87243,Westerpark,$125.00,Apartment,Entire home/apt,4,1,1,,,,2,$25.00,5,60,96,21,51,f,flexible,f,f
1350096,4905127,Toetsie,t,t,52.35768,4.92144,Oud-Oost,$157.00,Apartment,Private room,2,1,1.5,,$85.00,,1,$0.00,2,27,97,323,119,f,moderate,f,f
1350246,4905127,Toetsie,t,t,52.35807,4.9215,Oud-Oost,$87.00,Apartment,Private room,1,1,1.5,,$89.00,$0.00,1,$0.00,2,28,97,319,159,f,moderate,f,f
1351697,7296648,Thirza,f,f,52.36774,4.85478,De Baarsjes - Oud-West,$85.00,Apartment,Entire home/apt,2,2,1,,$250.00,$15.00,2,$25.00,3,14,99,0,22,f,strict_14_with_grace_period,t,t
1353295,5206817,Paul,t,t,52.3651,4.93208,Oostelijk Havengebied - Indische Buurt,$99.00,Apartment,Entire home/apt,2,1,1,753,$300.00,$30.00,1,$0.00,2,1125,98,105,41,f,strict_14_with_grace_period,f,f
1353322,6613686,Lian,t,t,52.37778,4.83605,Geuzenveld - Slotermeer,$95.00,Apartment,Entire home/apt,2,1,1,,,$15.00,1,$0.00,4,30,94,0,34,f,strict_14_with_grace_period,f,f
1353583,1272239,Vanya,f,t,52.38437,4.9119,Oud-Noord,$150.00,Apartment,Entire home/apt,4,2,1,,$100.00,$25.00,2,$50.00,2,1125,94,0,22,f,moderate,f,f
1354077,6701188,Nikita,f,f,52.37025,4.90388,Centrum-Oost,$135.00,Boat,Entire home/apt,4,2,1,,$200.00,$30.00,1,$15.00,3,1125,89,67,50,f,flexible,f,f
1355528,6610804,Victor,f,t,52.36586,4.87805,De Baarsjes - Oud-West,$295.00,House,Entire home/apt,5,2,2,,,$45.00,4,$20.00,4,21,97,0,25,f,strict_14_with_grace_period,f,f
1355777,7358924,Saskia,f,f,52.36556,4.87336,De Baarsjes - Oud-West,$200.00,Apartment,Entire home/apt,4,1,1.5,,$200.00,$0.00,4,$0.00,1,30,91,0,82,f,strict_14_with_grace_period,f,f
1358042,7371529,Ton,t,f,52.38281,4.96689,Noord-Oost,$75.00,Boat,Private room,2,1,1,,,,1,$0.00,2,1125,99,269,403,t,strict_14_with_grace_period,f,f
1359386,6508699,Marleen,f,t,52.34969,4.89118,De Pijp - Rivierenbuurt,$350.00,Apartment,Entire home/apt,4,3,1,,$200.00,$55.00,4,$50.00,2,14,95,0,43,f,moderate,f,f
1359508,7271240,Nicky,f,f,52.36338,4.9076,Centrum-Oost,$129.00,Apartment,Entire home/apt,2,1,1,,$250.00,$49.00,2,$0.00,2,1125,87,0,31,f,moderate,f,f
1362020,7393841,Dymphna,f,t,52.38143,4.91619,Oud-Noord,$140.00,Apartment,Entire home/apt,3,2,1,,$200.00,,4,$20.00,5,1125,95,0,5,f,strict_14_with_grace_period,f,f
1364013,7403304,Natascha,f,t,52.36021,4.85258,De Baarsjes - Oud-West,$100.00,Apartment,Entire home/apt,4,3,1,,,$37.00,1,$0.00,4,23,93,171,19,f,strict_14_with_grace_period,f,f
1364064,3370045,Yvette,f,t,52.37746,4.97553,Noord-Oost,$89.00,Boat,Entire home/apt,2,1,1,,,,1,$0.00,3,1125,,0,0,t,flexible,f,f
1364081,7403349,Bart,f,f,52.36304,4.93673,Oostelijk Havengebied - Indische Buurt,$135.00,Apartment,Entire home/apt,3,1,1,,$300.00,$59.00,2,$10.00,3,1124,88,0,56,f,moderate,f,f
1364674,6862318,Floris,f,t,52.37525,4.85798,Bos en Lommer,$75.00,Apartment,Private room,3,1,1,0,,,1,$20.00,2,1124,85,354,191,t,strict_14_with_grace_period,f,f
1366058,7220997,Anna&Marnix,f,t,52.38286,4.91525,Oud-Noord,$150.00,Apartment,Entire home/apt,4,2,1.5,,$700.00,$45.00,4,$7.00,3,29,96,3,57,f,moderate,f,f
1366080,7414191,Hans,f,t,52.34155,4.90251,De Pijp - Rivierenbuurt,$110.00,House,Entire home/apt,2,3,1,,$250.00,$40.00,2,$30.00,3,1125,96,260,25,f,moderate,f,f
1366513,6351011,Olga,f,t,52.34706,4.84692,Zuid,$160.00,Apartment,Entire home/apt,3,2,2,,$0.00,$50.00,3,$30.00,3,14,100,0,13,f,strict_14_with_grace_period,f,f
1366589,7415831,Jeroen,f,t,52.38719,4.88339,Westerpark,$150.00,Apartment,Entire home/apt,2,1,1,,$500.00,,2,$0.00,2,4,100,0,3,f,strict_14_with_grace_period,f,f
1367224,7417856,Iris,f,f,52.35544,4.85151,Zuid,$170.00,Apartment,Entire home/apt,3,2,1,,$0.00,$0.00,1,$0.00,10,13,,256,0,f,flexible,f,f
1367385,7418566,Edwin,f,f,52.35368,4.90677,De Pijp - Rivierenbuurt,$300.00,Apartment,Entire home/apt,3,2,1,,$100.00,$100.00,1,$0.00,60,60,100,83,8,f,strict_14_with_grace_period,f,f
1369677,843094,Maartje,f,f,52.37532,4.85986,Bos en Lommer,$74.00,Apartment,Entire home/apt,2,1,1,,$200.00,$25.00,2,$0.00,3,1125,98,0,36,f,moderate,f,f
1370038,7429778,Sylvia,f,t,52.34626,4.8581,Zuid,$191.00,Apartment,Entire home/apt,7,2,1,,$250.00,$50.00,2,$50.00,1,1125,92,71,81,f,strict_14_with_grace_period,f,f
1371048,7434579,Philip,f,t,52.37974,4.88259,Centrum-West,$99.00,Apartment,Entire home/apt,2,1,1,,$0.00,$25.00,1,$0.00,3,1125,95,0,86,f,strict_14_with_grace_period,f,f
1375612,3040748,Henk,f,t,52.39581,4.99244,Noord-Oost,$77.00,Bed and breakfast,Private room,4,1,1,,,,2,$15.00,2,1125,90,206,116,f,flexible,f,f
1377209,4246911,Leendert,f,f,52.38113,4.8846,Centrum-West,$160.00,Apartment,Entire home/apt,2,1,1,,$150.00,$45.00,1,$0.00,2,100,95,187,26,f,moderate,f,f
1377662,3607736,Elmar,t,f,52.37633,4.84815,Bos en Lommer,$80.00,Apartment,Private room,2,1,1.5,,$0.00,$0.00,1,$18.00,4,1125,97,56,31,f,strict_14_with_grace_period,f,f
1378074,7356368,Andrea,t,f,52.36027,4.89101,Centrum-Oost,$160.00,Bed and breakfast,Hotel room,2,1,1,0,$0.00,$50.00,2,$0.00,2,1125,96,64,54,t,moderate,f,f
1378894,829781,Maartje,f,t,52.37746,4.86173,Bos en Lommer,$85.00,Apartment,Entire home/apt,2,1,1,538,$150.00,$25.00,2,$20.00,300,1125,97,226,22,f,strict_14_with_grace_period,f,f
1381400,7392170,Edith,f,t,52.37649,4.87341,Westerpark,$130.00,Apartment,Entire home/apt,4,2,1,,$500.00,$50.00,2,$25.00,4,60,93,0,16,f,strict_14_with_grace_period,f,f
1381448,7480192,Sabine,f,t,52.38445,4.87939,Westerpark,$195.00,Houseboat,Entire home/apt,4,2,1,0,$500.00,$55.00,1,$0.00,2,14,99,7,17,f,strict_14_with_grace_period,f,f
1384174,6192868,Celeste,f,f,52.36143,4.87323,De Baarsjes - Oud-West,$200.00,Loft,Entire home/apt,2,2,1,,$300.00,$50.00,2,$0.00,3,100,98,46,13,f,strict_14_with_grace_period,f,f
1385486,7497279,Hugo R,t,f,52.30865,4.98057,Gaasperdam - Driemond,$165.00,Apartment,Entire home/apt,2,1,1,,$350.00,$25.00,2,$25.00,2,3,97,350,55,f,flexible,f,f
1387026,7503543,Lisette,f,f,52.36418,4.9001,Centrum-Oost,$250.00,Apartment,Entire home/apt,2,2,1,,,$40.00,2,$40.00,3,100,96,316,20,t,flexible,f,f
1387516,6862318,Floris,f,t,52.38767,4.86247,Bos en Lommer,$140.00,Apartment,Private room,2,1,1,,,,1,$20.00,2,1125,90,104,123,t,strict_14_with_grace_period,f,f
1394668,7538251,Joke,t,t,52.37145,4.85004,De Baarsjes - Oud-West,$100.00,Apartment,Private room,3,1,1,0,$200.00,$25.00,2,$30.00,3,7,98,8,164,f,moderate,f,f
1396840,7505562,Sharief,f,t,52.35202,5.00774,IJburg - Zeeburgereiland,$150.00,Apartment,Entire home/apt,2,1,1,,$400.00,$40.00,1,$0.00,3,21,97,0,8,f,strict_14_with_grace_period,f,f
1397086,4379822,Ben & Julia,t,t,52.36725,4.83736,Slotervaart,$150.00,Apartment,Entire home/apt,4,2,1.5,,$200.00,,2,$0.00,3,30,94,0,16,f,strict_14_with_grace_period,f,f
1397317,7547999,Taco,t,t,52.35771,4.90676,Oud-Oost,$213.00,House,Entire home/apt,4,2,1,,$450.00,$85.00,2,$25.00,3,12,96,27,27,t,moderate,f,f
1398007,7550463,Lisa,f,t,52.38909,4.88807,Westerpark,$250.00,Apartment,Entire home/apt,5,3,1.5,,$300.00,$50.00,1,$0.00,1,14,97,3,6,f,strict_14_with_grace_period,f,f
1398395,5034213,Sophie,f,t,52.35098,4.85416,Zuid,$99.00,Apartment,Entire home/apt,2,1,1,,$150.00,$30.00,2,$20.00,3,15,93,0,5,f,strict_14_with_grace_period,f,f
1400691,7302553,Koos,f,t,52.38169,4.87466,Westerpark,$199.00,Apartment,Entire home/apt,4,2,1,,,$40.00,1,$0.00,3,1125,98,3,29,f,strict_14_with_grace_period,f,f
1400779,7564031,Saskia,f,t,52.3443,4.92469,Watergraafsmeer,$199.00,Townhouse,Entire home/apt,4,3,1.5,,$500.00,$50.00,4,$50.00,4,1125,98,0,33,f,strict_14_with_grace_period,f,f
1401858,5952018,Farrah Almira,f,f,52.37022,4.86686,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,3,2,1,,$150.00,$25.00,2,$30.00,3,21,97,12,37,f,moderate,f,t
1402541,7570689,Wilma,t,t,52.36468,4.92418,Oud-Oost,$78.00,Apartment,Private room,2,1,1.5,0,$100.00,$20.00,2,$0.00,2,10,98,261,466,f,strict_14_with_grace_period,f,f
1402697,3399630,Mario,f,t,52.38032,4.88689,Centrum-West,$149.00,Apartment,Entire home/apt,2,1,1,,$150.00,$45.00,1,$45.00,4,10,93,0,39,f,moderate,f,f
1406133,6632561,Roger,f,t,52.36459,4.87613,De Baarsjes - Oud-West,$138.00,Apartment,Entire home/apt,2,1,1,,$100.00,$50.00,1,$0.00,3,14,98,57,91,f,moderate,f,f
1408035,2539835,Marie,f,f,52.34403,4.80419,De Aker - Nieuw Sloten,$200.00,House,Entire home/apt,4,2,1.5,,,$100.00,4,$0.00,5,1125,96,20,38,t,flexible,f,f
1409695,7602408,Daniela,f,t,52.37929,4.86975,Westerpark,$120.00,Apartment,Entire home/apt,2,1,1,,$200.00,$45.00,2,$0.00,3,15,100,0,19,f,strict_14_with_grace_period,f,f
1410146,7604160,Zahra,f,f,52.37363,4.87605,Centrum-West,$150.00,Apartment,Entire home/apt,3,2,1,,$150.00,$20.00,1,$0.00,5,20,89,12,43,f,strict_14_with_grace_period,f,f
1415279,7625861,Camilla,f,f,52.3581,4.89831,Centrum-Oost,$145.00,Boat,Entire home/apt,2,1,1,,$100.00,$30.00,2,$35.00,2,1125,97,0,210,f,strict_14_with_grace_period,f,f
1416213,864883,Freyke,f,t,52.36256,4.84356,Slotervaart,$150.00,Apartment,Entire home/apt,4,3,1,,,,1,$0.00,3,14,93,0,17,f,moderate,f,f
1417704,7637899,Anne & Stijn,f,f,52.38609,4.873,Westerpark,$91.00,Apartment,Entire home/apt,2,1,1,,$600.00,$45.00,2,$265.00,3,4,84,0,5,f,moderate,f,f
1421484,7652110,Tess,f,f,52.35043,4.92072,Watergraafsmeer,$110.00,Apartment,Entire home/apt,2,1,1,,$200.00,$30.00,1,$0.00,3,60,95,74,10,f,strict_14_with_grace_period,f,f
1426799,14183886,Luis,f,t,52.36937,4.92675,Centrum-Oost,$105.00,Apartment,Entire home/apt,4,0,1,,,$25.00,2,$20.00,3,1125,90,101,82,f,strict_14_with_grace_period,f,f
1429701,1610324,Ayla & Jake,t,f,52.38495,4.89099,Centrum-West,$120.00,Houseboat,Private room,2,1,1,377,$150.00,$35.00,2,$0.00,2,1125,98,189,287,t,strict_14_with_grace_period,f,f
1431525,7694698,Kristian,f,t,52.35528,4.89161,De Pijp - Rivierenbuurt,$177.00,Apartment,Entire home/apt,2,1,1,,,$45.00,2,$0.00,5,30,95,5,32,f,flexible,f,f
1432378,7681233,Jacqueline,f,t,52.36169,4.86321,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,4,2,1.5,,$300.00,$50.00,2,$25.00,2,30,92,7,28,f,moderate,f,f
1432499,7699189,Robert,t,t,52.37468,4.86526,Westerpark,$179.00,Apartment,Entire home/apt,2,1,1,,,,1,$0.00,3,8,98,256,32,f,moderate,f,f
1435701,7561431,Eva Marguérite,f,t,52.35418,4.89831,De Pijp - Rivierenbuurt,$120.00,Apartment,Entire home/apt,2,1,1,,,$25.00,1,$0.00,2,50,100,0,1,f,strict_14_with_grace_period,f,f
1436284,7716961,Mojca,f,t,52.35618,4.8976,De Pijp - Rivierenbuurt,$149.00,Apartment,Entire home/apt,2,1,1.5,538,$300.00,$50.00,1,$0.00,2,60,93,0,92,f,strict_14_with_grace_period,f,f
1440217,5058598,Jolien,f,t,52.35792,4.851,De Baarsjes - Oud-West,$500.00,Apartment,Entire home/apt,4,2,1,,$300.00,$30.00,2,$25.00,31,31,100,225,10,f,moderate,f,f
1447217,7767867,Martijn & Betina,t,f,52.37659,4.849,Bos en Lommer,$51.00,Apartment,Private room,2,1,1,129,,$10.00,1,$15.00,2,100,98,241,199,t,moderate,f,f
1448698,7337450,Madelon,f,f,52.38045,4.88739,Centrum-West,$121.00,Boat,Entire home/apt,2,1,1,538,$150.00,$55.00,1,$0.00,2,1125,84,0,10,f,moderate,f,f
1448920,1657577,Hendrik,f,t,52.38272,4.87441,Westerpark,$129.00,Apartment,Entire home/apt,2,1,1.5,431,,$25.00,1,$0.00,4,10,98,13,10,f,strict_14_with_grace_period,f,f
1449108,4100482,Gert-Aldert & Eva,f,t,52.35449,4.90358,De Pijp - Rivierenbuurt,$110.00,Apartment,Entire home/apt,2,1,1,,$250.00,$20.00,1,$0.00,5,1125,97,0,12,f,moderate,f,f
1449335,7778181,Dido,f,f,52.35044,4.89435,De Pijp - Rivierenbuurt,$69.00,Apartment,Entire home/apt,2,1,1,,$100.00,$45.00,2,$11.00,2,365,87,0,19,f,strict_14_with_grace_period,f,f
1453066,7794998,Chee Yee,f,f,52.36095,4.94349,Oostelijk Havengebied - Indische Buurt,$110.00,Apartment,Entire home/apt,2,1,1,,$100.00,$15.00,2,$50.00,2,6,98,201,26,f,moderate,f,f
1454784,6681879,Kalina,f,f,52.35227,4.88981,De Pijp - Rivierenbuurt,$105.00,Apartment,Entire home/apt,2,1,1.5,,,$30.00,1,$0.00,2,30,95,6,41,f,strict_14_with_grace_period,f,f
1457569,2132460,Michiel,f,t,52.36535,4.89214,Centrum-Oost,$95.00,Apartment,Private room,2,1,1,,,$10.00,1,$20.00,1,1125,97,0,268,t,flexible,f,f
1457959,6530075,Bram,f,t,52.36763,4.94587,Oostelijk Havengebied - Indische Buurt,$317.00,Apartment,Entire home/apt,4,2,1.5,,$250.00,$50.00,1,$30.00,2,30,99,13,26,f,strict_14_with_grace_period,f,f
1458297,7454957,Joep,t,t,52.34476,4.89916,De Pijp - Rivierenbuurt,$128.00,Apartment,Entire home/apt,2,1,1,861,$0.00,$20.00,2,$24.00,4,20,97,0,35,f,moderate,f,f
1460070,7825882,David-Jan,f,t,52.35605,4.89456,De Pijp - Rivierenbuurt,$100.00,Apartment,Entire home/apt,2,0,1,,,$30.00,1,$0.00,3,10,95,249,41,f,moderate,f,f
1460845,7482348,Robert,f,f,52.35121,4.91758,Oud-Oost,$250.00,Apartment,Entire home/apt,4,2,1.5,700,$0.00,$30.00,2,$0.00,4,1125,95,256,8,f,moderate,f,f
1462993,7816755,Sabine,f,t,52.36061,4.85476,De Baarsjes - Oud-West,$90.00,Apartment,Entire home/apt,2,1,1.5,,"$1,000.00",$30.00,1,$0.00,2,1125,99,27,41,f,strict_14_with_grace_period,f,f
1463449,5739589,Alexander,f,t,52.36112,4.90483,Centrum-Oost,$249.00,Apartment,Entire home/apt,2,1,1.5,,$500.00,$45.00,2,$0.00,3,60,99,71,74,f,moderate,f,f
1466389,7854870,Anne Marieke,t,t,52.35712,4.89461,De Pijp - Rivierenbuurt,$174.00,Houseboat,Entire home/apt,2,1,1,,$150.00,$75.00,2,$50.00,2,7,99,0,158,f,moderate,f,f
1468473,4355186,Nanne,t,f,52.37674,4.85032,Bos en Lommer,$140.00,Apartment,Entire home/apt,2,1,1,,$0.00,$45.00,1,$0.00,3,1125,90,285,122,t,moderate,f,f
1474513,7893075,Suzanne,f,t,52.36129,4.93504,Oostelijk Havengebied - Indische Buurt,$115.00,Apartment,Entire home/apt,2,0,1,,$200.00,$30.00,2,$0.00,10,14,96,0,12,f,moderate,f,f
1479060,7914503,Taylor,f,t,52.37197,4.87254,De Baarsjes - Oud-West,$135.00,Apartment,Entire home/apt,2,1,1,,$90.00,$30.00,1,$0.00,2,1125,97,329,74,f,moderate,f,f
1482038,7928859,Mark,t,t,52.37924,4.88941,Centrum-West,$155.00,Loft,Private room,2,1,1,,$200.00,$35.00,2,$40.00,3,7,100,11,53,f,moderate,f,f
1482636,7091004,Emma,f,t,52.34805,4.90426,De Pijp - Rivierenbuurt,$90.00,Apartment,Entire home/apt,2,1,1,0,$100.00,$50.00,1,$0.00,3,100,96,0,40,f,strict_14_with_grace_period,f,f
1482851,3877342,Nicole,t,t,52.37932,4.86873,Westerpark,$119.00,Boat,Private room,4,2,1,431,$0.00,$35.00,1,$65.00,1,1125,97,177,62,t,strict_14_with_grace_period,f,f
1482998,7934022,Mary,f,t,52.36328,4.90787,Centrum-Oost,$98.00,Apartment,Private room,2,1,1.5,355,,$15.00,1,$0.00,4,14,90,0,52,f,moderate,f,f
1484765,7943234,Quirine,f,f,52.36396,4.86634,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,2,1,1,,,$75.00,1,$0.00,7,1125,98,349,12,f,moderate,f,f
1484957,7944104,Boudewijn,t,t,52.34974,4.89072,De Pijp - Rivierenbuurt,$400.00,Apartment,Entire home/apt,4,2,1.5,,$250.00,$40.00,4,$35.00,2,14,98,115,56,f,moderate,f,f
1485132,7733906,Floris,f,t,52.37032,4.85186,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,3,2,1.5,,$150.00,$0.00,3,$0.00,2,30,97,0,43,f,moderate,f,f
1485383,7945939,Kevin,f,f,52.3631,4.9389,Oostelijk Havengebied - Indische Buurt,$120.00,Apartment,Entire home/apt,3,1,1,,$500.00,$40.00,1,$0.00,2,1100,97,0,12,f,moderate,f,f
1486461,7830981,Bas,t,t,52.37837,4.8946,Centrum-West,$225.00,Apartment,Entire home/apt,2,1,1,,$200.00,$30.00,1,$0.00,2,4,99,251,60,f,strict_14_with_grace_period,f,f
1492620,7682644,Rose,f,t,52.38255,4.87979,Westerpark,$109.00,Apartment,Entire home/apt,2,1,1,,,$30.00,1,$0.00,4,7,99,0,38,f,flexible,f,f
1493967,7985072,Oscar,f,f,52.35858,4.93632,Oostelijk Havengebied - Indische Buurt,$165.00,Apartment,Entire home/apt,2,1,1,,$0.00,$32.00,2,$0.00,2,30,96,9,40,t,strict_14_with_grace_period,f,f
1495928,692831,Angela,f,t,52.36133,4.93712,Oostelijk Havengebied - Indische Buurt,$148.00,Apartment,Entire home/apt,4,2,1,,,$20.00,1,$0.00,4,14,98,256,9,f,strict_14_with_grace_period,f,t
1496082,6497853,Michiel,f,t,52.3565,4.89323,De Pijp - Rivierenbuurt,$89.00,Apartment,Entire home/apt,2,,1,,$0.00,$25.00,1,$15.00,4,60,95,0,16,f,flexible,f,f
1497430,8002199,Jeroen,f,f,52.38304,4.85112,Bos en Lommer,$159.00,Apartment,Entire home/apt,2,1,1,,$0.00,$30.00,1,$0.00,4,1125,95,0,35,f,moderate,f,f
1498527,7968306,Bart,f,t,52.36765,4.87261,De Baarsjes - Oud-West,$90.00,Apartment,Entire home/apt,2,1,1,,$200.00,,1,$0.00,3,30,96,0,33,f,flexible,f,f
1499280,8012014,Frank,f,f,52.35868,4.85558,De Baarsjes - Oud-West,$180.00,Apartment,Entire home/apt,2,1,1,,$100.00,$25.00,1,$0.00,3,1125,97,135,12,f,strict_14_with_grace_period,f,f
1501469,8022753,Jan Roderick,f,f,52.36967,4.90005,Centrum-Oost,$335.00,Apartment,Entire home/apt,4,2,2,,$250.00,$60.00,4,$0.00,3,1125,95,84,78,f,flexible,f,f
1501539,6679503,Jeroen,f,t,52.37656,4.84714,Bos en Lommer,$129.00,Apartment,Entire home/apt,2,1,1,,$500.00,$50.00,1,$0.00,3,365,93,0,12,f,strict_14_with_grace_period,f,f
1505436,3671340,Fleur,f,t,52.37071,4.86799,De Baarsjes - Oud-West,$300.00,Loft,Entire home/apt,4,2,1,,$250.00,$60.00,2,$0.00,4,21,98,187,35,f,strict_14_with_grace_period,f,f
1506345,8046865,Gunnar,f,f,52.33762,4.90264,De Pijp - Rivierenbuurt,$350.00,Apartment,Entire home/apt,2,1,1,,,$25.00,1,$0.00,4,15,94,90,10,f,strict_14_with_grace_period,f,f
1508856,278253,Marcel,t,t,52.37089,4.88506,Centrum-West,$220.00,Bed and breakfast,Private room,2,1,1,,$0.00,$65.00,2,$0.00,3,365,99,109,177,f,strict_14_with_grace_period,f,f
1508944,5113662,Stefan,f,t,52.37359,4.85833,De Baarsjes - Oud-West,$248.00,Apartment,Entire home/apt,7,3,1,,$398.00,,5,$39.00,4,1125,90,365,41,f,strict_14_with_grace_period,f,f
1509400,8062053,Maaike,f,t,52.3688,4.94125,Oostelijk Havengebied - Indische Buurt,$275.00,Apartment,Entire home/apt,4,2,1,,$200.00,$50.00,1,$0.00,3,14,86,253,35,f,moderate,f,f
1511360,8071702,Anne,t,t,52.36054,4.86722,De Baarsjes - Oud-West,$149.00,Apartment,Entire home/apt,2,1,1,0,$200.00,$50.00,2,$0.00,2,14,94,182,70,f,flexible,f,f
1512777,4272620,Rolf,f,t,52.36103,4.8616,De Baarsjes - Oud-West,$250.00,House,Entire home/apt,4,2,2,,$150.00,$50.00,5,$0.00,2,1125,96,0,19,f,moderate,f,f
1514368,3899684,Kiki,t,f,52.36017,4.89257,Centrum-Oost,$250.00,Bed and breakfast,Hotel room,4,1,1,484,$250.00,$0.00,1,$0.00,3,30,93,274,17,t,strict_14_with_grace_period,f,f
1514753,8087847,Sofie,f,f,52.36458,4.93886,Oostelijk Havengebied - Indische Buurt,$80.00,Apartment,Entire home/apt,4,1,1,,$200.00,$25.00,2,$35.00,3,1125,95,0,36,f,strict_14_with_grace_period,f,f
1517398,8101051,Carla,f,t,52.38433,4.88,Westerpark,$101.00,Apartment,Entire home/apt,4,2,1,,,$25.00,1,$25.00,1,30,95,4,67,f,moderate,f,f
1521776,4878850,Esther,f,f,52.3759,4.85952,Bos en Lommer,$150.00,Apartment,Entire home/apt,2,1,1.5,,$100.00,$50.00,2,$25.00,2,31,98,2,34,f,moderate,f,f
1523283,3051822,Reinier,f,f,52.36772,4.90278,Centrum-Oost,$163.00,Apartment,Entire home/apt,2,1,1,,$300.00,$20.00,1,$0.00,2,365,95,0,23,f,moderate,f,f
1523635,8129778,Joop,f,t,52.37096,4.88381,Centrum-West,$97.00,Apartment,Private room,2,1,2,,$0.00,$65.00,1,$0.00,3,183,94,270,209,t,moderate,f,f
1524243,7987070,Hans,f,t,52.36993,4.86196,De Baarsjes - Oud-West,$129.00,Apartment,Entire home/apt,2,1,1,,,,1,$0.00,5,7,99,13,15,f,flexible,f,f
1524993,8136794,Yvonne,t,f,52.37482,4.8808,Centrum-West,$145.00,Apartment,Entire home/apt,2,1,1,,,$40.00,1,$0.00,2,31,96,252,73,f,strict_14_with_grace_period,f,f
1525046,7502881,Ingmar,f,f,52.35999,4.94454,Oostelijk Havengebied - Indische Buurt,$110.00,Apartment,Entire home/apt,3,1,1,,$150.00,$25.00,3,$20.00,2,1125,92,256,22,f,flexible,f,f
